id_wycieczki	kraj	miejsce	wylot	data_od	data_do	cena
380	Bulgaria	Sloneczny Brzeg	Lodz	2015-07-02	2015-07-09	1110
381	Grecja	Kreta	Gdansk	2015-07-12	2015-07-26	3350
382	Tunezja	Mahdia	Lodz	2015-07-22	2015-08-05	2890
383	Hiszpania	Teneryfa	Warszawa	2015-07-17	2015-07-24	2599
384	Bulgaria	Sveti Vlas	Poznan	2015-06-29	2015-07-06	999
385	Turcja	Alanya	Lodz	2015-07-07	2015-07-14	1079
386	Turcja	Alanya	Lodz	2015-08-04	2015-08-11	1079
387	Hiszpania	Fuerteventura	Poznan	2015-07-15	2015-07-26	2770
388	Turcja	Alanya	Katowice	2015-07-20	2015-08-03	1879
389	Grecja	Kreta	Lodz	2015-07-11	2015-07-18	2150
390	Maroko	Casablanca	Warszawa	2015-07-31	2015-08-07	1925
391	Grecja	Kreta	Gdansk	2015-07-19	2015-07-26	2150
392	Tunezja	Sousse	Wroclaw	2015-07-02	2015-07-09	959
393	Tunezja	Hammamet	Lodz	2015-07-04	2015-07-11	1390
394	Turcja	Kemer	Lodz	2015-07-24	2015-08-07	3190
395	Turcja	Antalya	Wroclaw	2015-07-25	2015-08-08	3109
396	Egipt	Sharm El Sheikh	Warszawa	2015-07-08	2015-07-15	1490
397	Grecja	Kos	Gdansk	2015-07-09	2015-07-16	1970
398	Maroko	Agadir	Krakow	2015-08-19	2015-08-26	2515
399	Tunezja	Hammamet	Wroclaw	2015-07-27	2015-08-10	2790
400	Egipt	Hurgada	Warszawa	2015-08-14	2015-08-28	2550
401	Bulgaria	Sloneczny Brzeg	Katowice	2015-08-05	2015-08-12	1240
402	Hiszpania	Fuerteventura	Poznan	2015-07-22	2015-08-02	2770
403	Egipt	Marsa Alam	Katowice	2015-07-22	2015-08-05	2750
404	Turcja	Alanya	Poznan	2015-07-05	2015-07-12	1079
405	Bulgaria	Sloneczny Brzeg	Gdansk	2015-07-08	2015-07-22	1635
406	Grecja	Rodos	Wroclaw	2015-07-01	2015-07-08	2099
407	Maroko	Agadir	Wroclaw	2015-07-20	2015-07-27	2125
408	Turcja	Alanya	Krakow	2015-07-06	2015-07-13	1079
409	Maroko	Casablanca	Poznan	2015-07-14	2015-07-21	1925
410	Turcja	Kemer	Poznan	2015-08-02	2015-08-16	3190
411	Egipt	Sharm El Sheikh	Krakow	2015-07-14	2015-07-28	2690
412	Egipt	Sharm El Sheikh	Gdansk	2015-07-01	2015-07-08	1490
413	Tunezja	Mahdia	Poznan	2015-08-12	2015-08-26	3090
414	Tunezja	Monastir	Poznan	2015-08-20	2015-09-03	2790
415	Egipt	Sharm El Sheikh	Gdansk	2015-08-12	2015-08-26	2690
416	Hiszpania	Gran Canaria	Warszawa	2015-08-05	2015-08-19	4199
417	Tunezja	Hammamet	Lodz	2015-08-15	2015-08-29	2790
418	Tunezja	Sousse	Lodz	2015-07-01	2015-07-08	959
419	Tunezja	Sousse	Katowice	2015-07-15	2015-07-22	959
420	Maroko	Agadir	Lodz	2015-07-06	2015-07-13	2125
421	Bulgaria	Sveti Vlas	Krakow	2015-07-14	2015-07-21	950
422	Maroko	Agadir	Warszawa	2015-07-21	2015-07-28	2125
423	Tunezja	Monastir	Wroclaw	2015-07-19	2015-07-26	1390
424	Hiszpania	Gran Canaria	Poznan	2015-07-28	2015-08-04	1999
425	Egipt	Hurgada	Poznan	2015-07-17	2015-07-31	2625
426	Egipt	Hurgada	Warszawa	2015-07-10	2015-07-17	1450
427	Turcja	Belek	Lodz	2015-07-13	2015-07-20	1499
428	Maroko	Casablanca	Warszawa	2015-08-07	2015-08-21	3999
429	Tunezja	Mahdia	Poznan	2015-07-29	2015-08-05	1370
430	Tunezja	Nabeul	Katowice	2015-07-15	2015-07-29	1999
431	Egipt	Marsa Alam	Poznan	2015-07-25	2015-08-08	3150
432	Bulgaria	Sloneczny Brzeg	Wroclaw	2015-07-22	2015-08-05	1625
433	Bulgaria	Sveti Vlas	Krakow	2015-07-21	2015-07-28	950
434	Bulgaria	Sloneczny Brzeg	Lodz	2015-07-02	2015-07-16	1725
435	Grecja	Kos	Poznan	2015-06-30	2015-07-07	1950
436	Egipt	Marsa Alam	Katowice	2015-07-29	2015-08-05	1590
437	Bulgaria	Sloneczny Brzeg	Katowice	2015-08-19	2015-08-29	1510
438	Maroko	Agadir	Gdansk	2015-07-24	2015-07-31	2125
439	Hiszpania	Fuerteventura	Katowice	2015-09-19	2015-09-30	2770
440	Grecja	Rodos	Warszawa	2015-07-09	2015-07-16	2099
441	Bulgaria	Sveti Vlas	Wroclaw	2015-07-06	2015-07-20	1625
442	Turcja	Antalya	Poznan	2015-07-03	2015-07-10	1259
443	Tunezja	Hammamet	Katowice	2015-07-29	2015-08-05	1390
444	Turcja	Kemer	Wroclaw	2015-07-11	2015-07-18	1990
445	Tunezja	Mahdia	Poznan	2015-08-19	2015-09-02	3090
446	Turcja	Antalya	Lodz	2015-07-01	2015-07-08	1259
447	Egipt	Marsa Alam	Katowice	2015-07-01	2015-07-08	1590
448	Turcja	Belek	Poznan	2015-06-30	2015-07-07	1499
449	Grecja	Kreta	Warszawa	2015-06-26	2015-07-10	3350
450	Tunezja	Djerba	Poznan	2015-07-02	2015-07-09	1190
451	Bulgaria	Sveti Vlas	Wroclaw	2015-07-13	2015-07-20	1059
452	Turcja	Antalya	Krakow	2015-07-25	2015-08-01	1059
453	Grecja	Kreta	Lodz	2015-07-11	2015-07-25	3350
454	Maroko	Casablanca	Katowice	2015-07-14	2015-07-28	3349
455	Turcja	Alanya	Gdansk	2015-07-06	2015-07-13	1079
456	Maroko	Casablanca	Wroclaw	2015-07-20	2015-07-27	1925
457	Maroko	Casablanca	Gdansk	2015-07-09	2015-07-16	1925
458	Grecja	Rodos	Lodz	2015-07-06	2015-07-13	2099
459	Tunezja	Djerba	Gdansk	2015-07-13	2015-07-27	1990
460	Maroko	Agadir	Poznan	2015-07-26	2015-08-02	2125
461	Tunezja	Monastir	Lodz	2015-07-16	2015-07-23	1390
462	Egipt	Sharm El Sheikh	Warszawa	2015-07-08	2015-07-18	1990
463	Grecja	Kreta	Katowice	2015-07-06	2015-07-20	3350
464	Grecja	Rodos	Gdansk	2015-07-13	2015-07-20	2099
465	Egipt	Hurgada	Poznan	2015-07-31	2015-08-07	1520
466	Hiszpania	Fuerteventura	Poznan	2015-07-29	2015-08-09	2770
467	Tunezja	Nabeul	Warszawa	2015-07-27	2015-08-10	1999
468	Tunezja	Hammamet	Wroclaw	2015-06-29	2015-07-06	1390
469	Egipt	Hurgada	Katowice	2015-08-10	2015-08-21	2150
470	Turcja	Kemer	Katowice	2015-06-29	2015-07-13	3190
471	Grecja	Rodos	Krakow	2015-07-09	2015-07-16	2099
472	Bulgaria	Sloneczny Brzeg	Wroclaw	2015-07-22	2015-07-29	1050
473	Maroko	Casablanca	Wroclaw	2015-08-03	2015-08-17	3999
474	Grecja	Kreta	Poznan	2015-07-05	2015-07-19	3350
475	Hiszpania	Teneryfa	Katowice	2015-07-26	2015-08-09	4299
476	Maroko	Casablanca	Poznan	2015-07-14	2015-07-28	3349
477	Tunezja	Monastir	Warszawa	2015-06-28	2015-07-05	1390
478	Egipt	Sharm El Sheikh	Gdansk	2015-07-15	2015-07-22	1490
479	Tunezja	Monastir	Warszawa	2015-07-12	2015-07-26	2490
480	Egipt	Hurgada	Gdansk	2015-07-16	2015-07-23	1520
481	Egipt	Sharm El Sheikh	Wroclaw	2015-07-22	2015-08-05	2659
482	Maroko	Casablanca	Warszawa	2015-08-07	2015-08-14	2420
483	Bulgaria	Sloneczny Brzeg	Wroclaw	2015-08-01	2015-08-11	1410
484	Maroko	Casablanca	Krakow	2015-07-16	2015-07-30	3349
485	Turcja	Antalya	Poznan	2015-08-14	2015-08-28	2999
486	Turcja	Belek	Krakow	2015-07-14	2015-07-21	1359
487	Hiszpania	Fuerteventura	Wroclaw	2015-07-23	2015-08-03	2770
488	Bulgaria	Sveti Vlas	Wroclaw	2015-07-13	2015-07-27	1625
489	Egipt	Hurgada	Katowice	2015-07-16	2015-07-30	2625
490	Turcja	Alanya	Katowice	2015-07-06	2015-07-13	1079
491	Egipt	Sharm El Sheikh	Poznan	2015-08-08	2015-08-15	1590
492	Egipt	Marsa Alam	Katowice	2015-07-01	2015-07-11	2160
493	Bulgaria	Sveti Vlas	Katowice	2015-07-14	2015-07-28	1625
494	Egipt	Marsa Alam	Wroclaw	2015-06-29	2015-07-06	1550
495	Hiszpania	Majorka	Lodz	2015-07-07	2015-07-14	2350
496	Bulgaria	Sloneczny Brzeg	Katowice	2015-08-26	2015-09-09	1810
497	Maroko	Casablanca	Warszawa	2015-08-14	2015-08-28	3999
498	Turcja	Belek	Wroclaw	2015-07-07	2015-07-21	3109
499	Hiszpania	Majorka	Warszawa	2015-07-23	2015-07-30	2250
500	Turcja	Kemer	Katowice	2015-07-27	2015-08-10	3190
501	Bulgaria	Sloneczny Brzeg	Katowice	2015-07-09	2015-07-16	1110
502	Egipt	Sharm El Sheikh	Katowice	2015-07-20	2015-08-03	2690
503	Grecja	Rodos	Warszawa	2015-07-16	2015-07-30	3599
504	Maroko	Casablanca	Lodz	2015-07-25	2015-08-01	1925
505	Maroko	Agadir	Poznan	2015-08-02	2015-08-09	2625
506	Hiszpania	Majorka	Katowice	2015-06-29	2015-07-06	2250
507	Hiszpania	Gran Canaria	Poznan	2015-08-04	2015-08-11	2299
508	Maroko	Agadir	Wroclaw	2015-07-27	2015-08-03	2125
509	Egipt	Marsa Alam	Katowice	2015-07-15	2015-07-22	1590
510	Bulgaria	Sloneczny Brzeg	Katowice	2015-08-12	2015-08-19	1240
511	Maroko	Casablanca	Gdansk	2015-07-14	2015-07-28	3349
512	Tunezja	Monastir	Lodz	2015-07-09	2015-07-23	2490
513	Tunezja	Monastir	Katowice	2015-07-13	2015-07-27	2490
514	Tunezja	Monastir	Lodz	2015-07-23	2015-07-30	1390
515	Maroko	Agadir	Gdansk	2015-07-31	2015-08-07	2125
516	Turcja	Kemer	Wroclaw	2015-07-11	2015-07-25	3190
517	Maroko	Casablanca	Poznan	2015-07-28	2015-08-04	1925
518	Hiszpania	Fuerteventura	Krakow	2015-07-02	2015-07-13	2770
519	Egipt	Hurgada	Krakow	2015-07-17	2015-07-24	1520
520	Egipt	Hurgada	Gdansk	2015-07-18	2015-08-01	2625
521	Maroko	Casablanca	Wroclaw	2015-08-03	2015-08-10	2420
522	Maroko	Agadir	Katowice	2015-07-13	2015-07-20	2125
523	Tunezja	Djerba	Krakow	2015-07-07	2015-07-14	1190
524	Grecja	Kreta	Katowice	2015-07-06	2015-07-13	2150
525	Turcja	Side	Gdansk	2015-07-30	2015-08-13	2390
526	Maroko	Casablanca	Katowice	2015-07-14	2015-07-21	1925
527	Bulgaria	Sloneczny Brzeg	Wroclaw	2015-07-29	2015-08-12	1625
528	Grecja	Rodos	Wroclaw	2015-07-29	2015-08-12	3599
529	Tunezja	Sousse	Wroclaw	2015-08-27	2015-09-10	1899
530	Maroko	Casablanca	Poznan	2015-07-28	2015-08-11	3349
531	Maroko	Agadir	Krakow	2015-08-26	2015-09-02	2515
532	Tunezja	Sousse	Gdansk	2015-07-01	2015-07-08	959
533	Egipt	Marsa Alam	Poznan	2015-07-11	2015-07-18	1620
534	Egipt	Sharm El Sheikh	Warszawa	2015-07-29	2015-08-09	2290
535	Hiszpania	Fuerteventura	Wroclaw	2015-07-30	2015-08-10	2770
536	Maroko	Agadir	Gdansk	2015-08-07	2015-08-14	2525
537	Egipt	Sharm El Sheikh	Krakow	2015-07-28	2015-08-11	2690
538	Grecja	Rodos	Gdansk	2015-07-13	2015-07-27	3599
539	Bulgaria	Sveti Vlas	Poznan	2015-07-06	2015-07-13	1099
540	Turcja	Antalya	Wroclaw	2015-07-18	2015-07-25	1499
541	Maroko	Casablanca	Wroclaw	2015-08-17	2015-08-31	3999
542	Grecja	Rodos	Krakow	2015-07-23	2015-08-06	3599
543	Tunezja	Sousse	Poznan	2015-07-01	2015-07-08	959
544	Turcja	Kemer	Katowice	2015-07-06	2015-07-13	1690
545	Grecja	Rodos	Gdansk	2015-07-27	2015-08-03	2099
546	Tunezja	Sousse	Wroclaw	2015-07-16	2015-07-23	959
547	Grecja	Kreta	Gdansk	2015-07-19	2015-08-02	3350
548	Bulgaria	Sloneczny Brzeg	Gdansk	2015-07-22	2015-07-29	1110
549	Tunezja	Hammamet	Krakow	2015-08-26	2015-09-09	2790
550	Hiszpania	Gran Canaria	Katowice	2015-07-28	2015-08-11	4199
551	Tunezja	Djerba	Krakow	2015-08-01	2015-08-15	2190
552	Maroko	Agadir	Katowice	2015-07-20	2015-07-27	2125
553	Hiszpania	Gran Canaria	Krakow	2015-07-29	2015-08-05	1999
554	Hiszpania	Fuerteventura	Wroclaw	2015-08-06	2015-08-17	2870
555	Hiszpania	Gran Canaria	Krakow	2015-08-05	2015-08-12	2299
556	Grecja	Rodos	Krakow	2015-07-23	2015-07-30	2099
557	Grecja	Kreta	Krakow	2015-07-28	2015-08-11	3350
558	Bulgaria	Sveti Vlas	Gdansk	2015-07-26	2015-08-02	999
559	Hiszpania	Fuerteventura	Krakow	2015-07-13	2015-07-24	2770
560	Grecja	Rodos	Warszawa	2015-07-16	2015-07-23	2099
561	Hiszpania	Majorka	Warszawa	2015-07-30	2015-08-06	2250
562	Tunezja	Sousse	Warszawa	2015-08-01	2015-08-08	1159
563	Bulgaria	Sveti Vlas	Katowice	2015-07-21	2015-07-28	950
564	Tunezja	Nabeul	Poznan	2015-08-11	2015-08-18	1190
565	Bulgaria	Sloneczny Brzeg	Wroclaw	2015-07-29	2015-08-05	1050
566	Hiszpania	Gran Canaria	Wroclaw	2015-07-12	2015-07-19	1999
567	Turcja	Side	Warszawa	2015-07-10	2015-07-24	2390
568	Turcja	Kemer	Lodz	2015-07-24	2015-07-31	1890
569	Egipt	Marsa Alam	Katowice	2015-08-05	2015-08-15	2955
570	Egipt	Marsa Alam	Gdansk	2015-08-07	2015-08-21	2990
571	Hiszpania	Gran Canaria	Gdansk	2015-07-29	2015-08-05	1999
572	Grecja	Kos	Krakow	2015-07-14	2015-07-28	3490
573	Tunezja	Sousse	Wroclaw	2015-09-10	2015-09-24	1699
574	Hiszpania	Gran Canaria	Krakow	2015-08-12	2015-08-19	2299
575	Bulgaria	Sveti Vlas	Krakow	2015-07-28	2015-08-04	950
576	Hiszpania	Teneryfa	Katowice	2015-07-26	2015-08-02	2599
577	Grecja	Kos	Krakow	2015-07-28	2015-08-04	1970
578	Grecja	Kos	Wroclaw	2015-07-09	2015-07-16	1950
579	Turcja	Kemer	Katowice	2015-08-03	2015-08-17	3190
580	Bulgaria	Sloneczny Brzeg	Warszawa	2015-06-17	2015-06-24	999
581	Egipt	Sharm El Sheikh	Krakow	2015-07-14	2015-07-21	1490
582	Egipt	Hurgada	Wroclaw	2015-07-17	2015-07-24	1450
583	Maroko	Agadir	Wroclaw	2015-08-03	2015-08-10	2225
584	Tunezja	Hammamet	Wroclaw	2015-08-10	2015-08-24	2790
585	Turcja	Antalya	Poznan	2015-07-17	2015-07-24	1259
586	Hiszpania	Majorka	Gdansk	2015-07-20	2015-07-27	2350
587	Egipt	Hurgada	Katowice	2015-07-16	2015-07-23	1520
588	Hiszpania	Majorka	Gdansk	2015-08-03	2015-08-10	2450
589	Turcja	Antalya	Katowice	2015-07-11	2015-07-25	2679
590	Egipt	Sharm El Sheikh	Gdansk	2015-08-26	2015-09-09	2690
591	Egipt	Sharm El Sheikh	Krakow	2015-07-28	2015-08-04	1490
592	Maroko	Agadir	Warszawa	2015-08-04	2015-08-11	2125
593	Grecja	Kos	Lodz	2015-07-10	2015-07-17	1950
594	Maroko	Casablanca	Lodz	2015-08-01	2015-08-15	3999
595	Tunezja	Mahdia	Lodz	2015-07-15	2015-07-22	1370
596	Bulgaria	Sloneczny Brzeg	Poznan	2015-08-16	2015-08-23	1250
597	Grecja	Kos	Poznan	2015-06-30	2015-07-14	3490
598	Grecja	Rodos	Lodz	2015-08-17	2015-08-31	3599
599	Grecja	Kreta	Warszawa	2015-07-03	2015-07-10	2150
600	Turcja	Antalya	Lodz	2015-07-29	2015-08-12	2999
601	Turcja	Kemer	Katowice	2015-06-22	2015-06-29	1690
602	Hiszpania	Fuerteventura	Gdansk	2015-07-04	2015-07-15	2770
603	Egipt	Hurgada	Poznan	2015-07-31	2015-08-14	2625
604	Tunezja	Djerba	Warszawa	2015-07-20	2015-08-03	1990
605	Turcja	Side	Warszawa	2015-07-17	2015-07-24	1260
606	Egipt	Sharm El Sheikh	Katowice	2015-08-13	2015-08-24	2290
607	Egipt	Marsa Alam	Wroclaw	2015-07-13	2015-07-27	2625
608	Bulgaria	Sveti Vlas	Lodz	2015-07-15	2015-07-22	1100
609	Maroko	Agadir	Krakow	2015-09-02	2015-09-09	2125
610	Grecja	Rodos	Lodz	2015-07-13	2015-07-20	2099
611	Maroko	Agadir	Wroclaw	2015-08-10	2015-08-17	2225
612	Turcja	Kemer	Gdansk	2015-08-15	2015-08-29	3190
613	Bulgaria	Sloneczny Brzeg	Krakow	2015-07-09	2015-07-19	1470
614	Grecja	Kos	Gdansk	2015-07-09	2015-07-23	3490
615	Maroko	Agadir	Krakow	2015-09-09	2015-09-16	2125
616	Turcja	Belek	Poznan	2015-08-11	2015-08-25	2599
617	Maroko	Casablanca	Katowice	2015-07-21	2015-08-04	3349
618	Tunezja	Monastir	Poznan	2015-08-13	2015-08-20	1590
619	Egipt	Hurgada	Warszawa	2015-07-24	2015-08-03	1950
620	Bulgaria	Sloneczny Brzeg	Poznan	2015-07-09	2015-07-23	1725
621	Egipt	Hurgada	Warszawa	2015-08-07	2015-08-18	2150
622	Bulgaria	Sloneczny Brzeg	Warszawa	2015-06-24	2015-07-04	1350
623	Tunezja	Mahdia	Gdansk	2015-08-02	2015-08-16	3090
624	Maroko	Casablanca	Krakow	2015-07-16	2015-07-23	1925
625	Hiszpania	Majorka	Wroclaw	2015-07-25	2015-08-01	2250
626	Maroko	Casablanca	Poznan	2015-08-11	2015-08-18	2420
627	Bulgaria	Sloneczny Brzeg	Poznan	2015-08-23	2015-09-06	1810
628	Maroko	Casablanca	Gdansk	2015-07-16	2015-07-23	1925
629	Grecja	Rodos	Lodz	2015-08-24	2015-09-07	3599
630	Grecja	Kreta	Wroclaw	2015-06-22	2015-07-06	3350
631	Bulgaria	Sveti Vlas	Krakow	2015-08-04	2015-08-11	1050
632	Grecja	Kreta	Warszawa	2015-07-10	2015-07-24	3350
633	Egipt	Hurgada	Gdansk	2015-07-30	2015-08-06	1520
634	Maroko	Agadir	Katowice	2015-07-27	2015-08-03	2125
635	Tunezja	Hammamet	Gdansk	2015-07-08	2015-07-15	1390
636	Grecja	Kos	Katowice	2015-06-29	2015-07-06	1970
637	Bulgaria	Sveti Vlas	Poznan	2015-07-13	2015-07-20	1099
638	Tunezja	Mahdia	Warszawa	2015-08-18	2015-09-01	3090
639	Tunezja	Nabeul	Krakow	2015-07-23	2015-07-30	1190
640	Tunezja	Mahdia	Warszawa	2015-07-21	2015-07-28	1370
641	Maroko	Agadir	Lodz	2015-07-13	2015-07-20	2125
642	Grecja	Kos	Katowice	2015-07-27	2015-08-10	3490
643	Turcja	Belek	Krakow	2015-07-14	2015-07-28	2599
644	Turcja	Side	Poznan	2015-07-04	2015-07-11	1260
645	Turcja	Antalya	Poznan	2015-08-28	2015-09-11	2999
646	Tunezja	Mahdia	Katowice	2015-07-18	2015-07-25	1370
647	Egipt	Marsa Alam	Poznan	2015-08-01	2015-08-15	3150
648	Turcja	Alanya	Poznan	2015-08-16	2015-08-23	1079
649	Grecja	Kreta	Wroclaw	2015-07-06	2015-07-13	2150
650	Maroko	Casablanca	Lodz	2015-08-01	2015-08-08	2420
651	Egipt	Hurgada	Katowice	2015-07-16	2015-07-26	1950
652	Turcja	Antalya	Poznan	2015-07-31	2015-08-07	1259
653	Egipt	Marsa Alam	Wroclaw	2015-07-13	2015-07-20	1550
654	Bulgaria	Sveti Vlas	Warszawa	2015-07-29	2015-08-05	1059
655	Grecja	Kreta	Wroclaw	2015-07-06	2015-07-20	3350
656	Turcja	Alanya	Krakow	2015-07-20	2015-08-03	1879
657	Egipt	Hurgada	Lodz	2015-07-03	2015-07-10	1520
658	Grecja	Rodos	Warszawa	2015-07-23	2015-08-06	3599
659	Grecja	Rodos	Krakow	2015-08-06	2015-08-20	3599
660	Tunezja	Monastir	Katowice	2015-06-29	2015-07-06	1390
661	Tunezja	Nabeul	Katowice	2015-07-08	2015-07-15	1190
662	Hiszpania	Fuerteventura	Katowice	2015-07-26	2015-08-06	2770
663	Grecja	Kreta	Gdansk	2015-07-26	2015-08-02	2150
664	Maroko	Agadir	Katowice	2015-08-03	2015-08-10	2515
665	Tunezja	Hammamet	Katowice	2015-08-12	2015-08-26	2790
666	Turcja	Alanya	Poznan	2015-07-19	2015-07-26	1079
667	Hiszpania	Teneryfa	Katowice	2015-08-02	2015-08-16	4299
668	Maroko	Agadir	Wroclaw	2015-08-17	2015-08-24	2225
669	Egipt	Hurgada	Gdansk	2015-08-01	2015-08-15	2625
670	Egipt	Hurgada	Gdansk	2015-08-13	2015-08-20	1790
671	Tunezja	Nabeul	Lodz	2015-07-28	2015-08-11	1999
672	Grecja	Kreta	Warszawa	2015-07-10	2015-07-17	2150
673	Egipt	Hurgada	Wroclaw	2015-08-14	2015-08-28	2550
674	Bulgaria	Sloneczny Brzeg	Warszawa	2015-06-24	2015-07-08	1535
675	Tunezja	Hammamet	Gdansk	2015-07-22	2015-07-29	1390
676	Grecja	Kreta	Poznan	2015-07-12	2015-07-19	2150
677	Egipt	Marsa Alam	Wroclaw	2015-07-27	2015-08-10	2625
678	Egipt	Hurgada	Katowice	2015-08-17	2015-08-28	2150
679	Turcja	Belek	Katowice	2015-07-15	2015-07-29	2599
680	Turcja	Belek	Krakow	2015-07-21	2015-07-28	1359
681	Hiszpania	Majorka	Gdansk	2015-08-17	2015-08-24	2450
682	Bulgaria	Sloneczny Brzeg	Gdansk	2015-07-17	2015-07-27	1470
683	Turcja	Alanya	Warszawa	2015-07-10	2015-07-17	1079
684	Egipt	Marsa Alam	Warszawa	2015-06-29	2015-07-06	1520
685	Turcja	Belek	Warszawa	2015-08-18	2015-09-01	3109
686	Hiszpania	Teneryfa	Wroclaw	2015-07-31	2015-08-14	4299
687	Hiszpania	Fuerteventura	Poznan	2015-08-05	2015-08-16	2870
688	Bulgaria	Sloneczny Brzeg	Wroclaw	2015-08-08	2015-08-18	1410
689	Hiszpania	Teneryfa	Katowice	2015-08-16	2015-08-23	2599
690	Turcja	Kemer	Lodz	2015-07-31	2015-08-14	3190
691	Tunezja	Nabeul	Wroclaw	2015-08-17	2015-08-31	1999
692	Grecja	Rodos	Wroclaw	2015-07-08	2015-07-15	2099
693	Grecja	Kreta	Warszawa	2015-07-24	2015-08-07	3350
694	Grecja	Kos	Poznan	2015-07-14	2015-07-21	1950
695	Bulgaria	Sloneczny Brzeg	Krakow	2015-07-16	2015-07-30	1725
696	Bulgaria	Sveti Vlas	Poznan	2015-07-20	2015-07-27	1099
697	Tunezja	Nabeul	Lodz	2015-07-07	2015-07-14	1190
698	Maroko	Agadir	Wroclaw	2015-08-24	2015-08-31	2225
699	Grecja	Kos	Lodz	2015-07-17	2015-07-31	3490
700	Bulgaria	Sveti Vlas	Gdansk	2015-08-02	2015-08-09	1099
701	Tunezja	Nabeul	Lodz	2015-08-04	2015-08-18	1999
702	Turcja	Antalya	Warszawa	2015-07-04	2015-07-11	1499
703	Egipt	Sharm El Sheikh	Warszawa	2015-08-12	2015-08-26	2659
704	Tunezja	Hammamet	Lodz	2015-07-18	2015-07-25	1390
705	Maroko	Agadir	Krakow	2015-09-16	2015-09-23	2125
706	Grecja	Rodos	Warszawa	2015-07-23	2015-07-30	2099
707	Hiszpania	Majorka	Warszawa	2015-08-27	2015-09-03	2250
708	Grecja	Kreta	Wroclaw	2015-07-20	2015-07-27	2150
709	Maroko	Agadir	Wroclaw	2015-08-31	2015-09-07	2225
710	Grecja	Rodos	Katowice	2015-07-23	2015-07-30	2099
711	Grecja	Kos	Katowice	2015-07-06	2015-07-13	1970
712	Egipt	Sharm El Sheikh	Gdansk	2015-07-29	2015-08-05	1490
713	Bulgaria	Sloneczny Brzeg	Lodz	2015-07-09	2015-07-16	1110
714	Grecja	Rodos	Katowice	2015-07-23	2015-08-06	3599
715	Turcja	Side	Gdansk	2015-06-30	2015-07-07	1260
716	Grecja	Rodos	Katowice	2015-08-06	2015-08-13	2099
717	Hiszpania	Gran Canaria	Warszawa	2015-07-15	2015-07-22	1999
718	Hiszpania	Majorka	Gdansk	2015-08-31	2015-09-07	2450
719	Bulgaria	Sloneczny Brzeg	Katowice	2015-08-26	2015-09-05	1510
720	Hiszpania	Majorka	Lodz	2015-07-14	2015-07-21	2350
721	Hiszpania	Fuerteventura	Gdansk	2015-07-15	2015-07-26	2770
722	Hiszpania	Fuerteventura	Lodz	2015-07-08	2015-07-19	2770
723	Egipt	Sharm El Sheikh	Katowice	2015-07-13	2015-07-27	2690
724	Bulgaria	Sveti Vlas	Krakow	2015-08-11	2015-08-18	1050
725	Maroko	Agadir	Poznan	2015-08-09	2015-08-16	2625
726	Bulgaria	Sveti Vlas	Warszawa	2015-07-29	2015-08-12	1625
727	Turcja	Alanya	Lodz	2015-07-14	2015-07-21	1079
728	Egipt	Hurgada	Katowice	2015-07-02	2015-07-09	1520
729	Hiszpania	Majorka	Warszawa	2015-09-03	2015-09-10	2250
730	Hiszpania	Gran Canaria	Wroclaw	2015-08-09	2015-08-23	4199
731	Maroko	Casablanca	Warszawa	2015-08-14	2015-08-21	2420
732	Hiszpania	Majorka	Lodz	2015-07-21	2015-07-28	2350
733	Turcja	Belek	Wroclaw	2015-07-21	2015-07-28	1269
734	Maroko	Agadir	Gdansk	2015-08-14	2015-08-21	2525
735	Turcja	Kemer	Poznan	2015-08-02	2015-08-09	1990
736	Turcja	Kemer	Gdansk	2015-08-08	2015-08-15	1790
737	Egipt	Marsa Alam	Wroclaw	2015-07-27	2015-08-03	1550
738	Egipt	Sharm El Sheikh	Gdansk	2015-09-09	2015-09-23	2430
739	Hiszpania	Fuerteventura	Wroclaw	2015-08-13	2015-08-24	2870
740	Egipt	Hurgada	Krakow	2015-07-17	2015-07-31	2625
741	Maroko	Agadir	Lodz	2015-07-20	2015-07-27	2125
742	Hiszpania	Fuerteventura	Poznan	2015-08-12	2015-08-23	2870
743	Egipt	Hurgada	Poznan	2015-07-04	2015-07-11	1520
744	Hiszpania	Fuerteventura	Lodz	2015-07-15	2015-07-26	2770
745	Tunezja	Sousse	Katowice	2015-07-30	2015-08-13	1699
746	Egipt	Marsa Alam	Katowice	2015-08-19	2015-08-29	2955
747	Grecja	Rodos	Gdansk	2015-07-27	2015-08-10	3599
748	Maroko	Casablanca	Poznan	2015-08-11	2015-08-25	3999
749	Hiszpania	Gran Canaria	Poznan	2015-08-11	2015-08-18	2299
750	Tunezja	Monastir	Katowice	2015-08-24	2015-08-31	1590
751	Hiszpania	Majorka	Wroclaw	2015-08-01	2015-08-08	2250
752	Turcja	Alanya	Warszawa	2015-08-07	2015-08-21	1879
753	Maroko	Agadir	Katowice	2015-08-10	2015-08-17	2515
754	Turcja	Belek	Wroclaw	2015-07-21	2015-08-04	3109
755	Hiszpania	Majorka	Lodz	2015-07-28	2015-08-04	2350
756	Grecja	Kos	Warszawa	2015-07-11	2015-07-18	1950
757	Egipt	Marsa Alam	Katowice	2015-07-22	2015-08-02	3050
758	Turcja	Kemer	Lodz	2015-07-31	2015-08-07	1890
759	Tunezja	Djerba	Poznan	2015-08-27	2015-09-10	2190
